device_id;player_id;last_checkin_time;last_checkin_min;started_time;started_min;num_frames;hostname;player_version;os_version;screen_resolution;chromium_version;disk_usage;public_ip;private_ip;poll_last_utc;player_active;player_name;player_screens;player_mac1;player_mac2;contents;num_contents;display_unit_id;campaign_names;number_of_campaigns;display_unit_name;screen_count;display_unit_active;geolocation;latitude;longitude;zipcode;address;container_name;du_container_id;container_active;programmatic_name
broadsign.com:181424828;181424828;2022-10-10T10:05:23;12;2022-08-21T20:36:23;71381;1; PC; 14.4.0-7;Windows 7; 1080x1920; 80.0.3987.163;for partition containing C:\ProgramData\BroadSign\bsp\share\bsp\documents: 180.64 GB free out of 223.47 GB (19.2% full);77.26.202.92;172.18.2.224;2022-10-10T08:05:23;True;ESP-PC_0341_UB1_TSO CORUÑA;1;00:01:80:85:43:15;; * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * Hivestack-Jul2022 * CC TSO CORUÑA Nuevo Horario 6oct;5;181154442; * Filler 2022 3D * TRACE TEST NACIONAL * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * CORUÑA TSO 2022;5;COR-UBIC1;1;True;(-8.370797,43.290645);-8.370797;43.290645;15189;Av. Alvedro, 5;TSO CORUÑA;181154295;True;SPAIN-TSO CORUÑA-1 screens
broadsign.com:332339904;332339904;2022-10-10T10:16:42;1;2022-10-08T01:31:32;3406;1; DESKTOP-GINGCD5; 14.4.0-7;Windows 10; 1080x1920; 80.0.3987.163;for partition containing C:\ProgramData\BroadSign\bsp\share\bsp\documents: 70.66 GB free out of 111.16 GB (36.4% full);81.35.44.218;10.252.236.180;2022-10-10T08:16:44;True;ESP-PC_0408 SANSE;2;d5:f5:05:4a:2b:05;de:f5:05:4a:2b:05; * CC SSRR Hazte LifeStyler 09mar-indef AZUL V2 * CC SSRR Hazte LifeStyler 09mar-indef ROSA V2 * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * CC GEATFE PET FRIENDLY * IWALL Contenido 3D * SS22_GN24_15_9x16.mp4 * ASICS_AW21_Liteshow_Cutdown_15_9x16_graphics_210727 (1).mp4 * ASICS_IGA_10S_V1_COMBINED_PEACEOFMIND_1080x1920_FINAL_ONLINE_NEWTITLES.mp4 * ASICS_Woman_Campaign_2021_AEB_Lini_9x16.mp4 * ASICS_Woman_Campaign_2021_AEB_Lisa_9x16.mp4 * SS22_GN24_6_9x16.mp4 * Hivestack-Jul2022 * COCACOLA ZERO OCT ESP * CC TSO SSRR ROZ GET StyleDays 10-23oct;15;49758332; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * Filler 2022 3D * TRACE TEST NACIONAL * ASICS ANUAL 2022 $PIW2022156$ * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * SSRR ANUAL 2022;7;FSR-12/13/14-3;2;True;(-3.608608,40.56776);-3.608608;40.56776;28702;Calle Salvador de Madariaga;TSO SSRR;49758229;True;SPAIN-TSO SSRR-2 screens
broadsign.com:247651617;247651617;2022-10-10T09:59:15;18;2022-10-10T09:59:04;18;0; GCA-D1-SONAE-11; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 73.63 GB free out of 110.35 GB (66.7% full);193.152.158.124;192.168.30.51;2022-10-10T07:59:13;True;ESP-SONAE-11 AREA SUR;1;90:1b:0e:ef:84:74;90:1b:0e:e3:d2:8f; * AS_07_04_2022;1;250817432; * AREA SUR DIRECTORIO;1;SONAE-DIRECTORIO AREA SUR;5;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:299372863;299372863;2022-10-10T10:03:40;14;2022-10-07T13:46:43;4111;1; DESKTOP-CJ7248J; 13.1.1-12; Windows 10; 1080x1920; 59.0.3071.109;: C:/ (C:/) : 78.46 GB free out of 110.66 GB (29.1% full);79.146.81.113;192.168.1.34;2022-10-10T08:03:38;True;LORANCA - Corporativa - PC1;1;80:ee:73:e0:c2:80;d0:c5:d3:2d:e7:61; * CC PLORANCA MedioAmbiente 14jun-31dic * CC PLORANCA MedioAmbiente2 14jun-31dic * CC LORANCA Otoño 19sept-24nov * CC PLAZA LORANCA Actividades Infantiles 3-30oct;4;288556831; * LORANCA ANUAL 2022;1;LORANCA - Corporativa - 3caras;5;True;(0,0);0;0;;;CC CORPORATE;530310388;True;SPAIN-CC CORPORATE-1 screens
broadsign.com:299358715;299358715;2022-10-10T10:15:03;3;2022-10-07T13:54:45;4103;1; DESKTOP-CJ7248J; 13.1.1-12; Windows 10; 1080x1920; 59.0.3071.109;: C:/ (C:/) : 77.78 GB free out of 110.66 GB (29.7% full);79.146.81.113;192.168.1.41;2022-10-10T08:15:02;True;LORANCA - Corporativa - PC3;1;80:ee:73:e0:c4:f4;d0:c5:d3:2d:e7:8e; * CC PLORANCA MedioAmbiente 14jun-31dic * CC PLORANCA MedioAmbiente2 14jun-31dic * CC LORANCA Otoño 19sept-24nov * CC PLAZA LORANCA Actividades Infantiles 3-30oct;4;288556831; * LORANCA ANUAL 2022;1;LORANCA - Corporativa - 3caras;5;True;(0,0);0;0;;;CC CORPORATE;530310388;True;SPAIN-CC CORPORATE-1 screens
broadsign.com:145442054;145442054;2022-10-06T12:27:42;5630;2022-10-05T21:54:12;6503;1; DESKTOP-26DK15H; 13.1.18-6; Windows 10; 1080x1920; 59.0.3071.109;: C:/ (C:/) : 253.40 GB free out of 297.05 GB (14.7% full);2.140.187.175;192.168.8.100;2022-10-06T10:27:07;True;ESP-PC_0326 PLAZA NORTE FNAC CALLE;1;00:01:80:81:fc:97;; * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * COCACOLA ZERO OCT ESP * TACO BELL OCT 5-12 ESP;5;601997503; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * TACOBELL OCT ESP $PIW2022218$ * HIVESTACK 2022 - SPAIN * Filler 2022 3D * TRACE TEST NACIONAL;5;PN2-FNAC CALLE;1;True;(-3.615327,40.540638);-3.615327;40.540638;28703;Plaza del Comercio;PLAZA NORTE 2;49770108;True;SPAIN-PLAZA NORTE 2-1 screens
broadsign.com:224535330;224535330;2022-10-10T09:51:54;26;2022-10-10T09:10:04;68;1; SONAE23; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 73.62 GB free out of 110.61 GB (66.6% full);88.6.224.69;192.168.1.42;2022-10-10T07:51:53;True;ESP-D2-SONAE-23-GRAN CASA;1;90:1b:0e:ef:83:b7;90:1b:0e:ff:97:78; * previo-dirctorio * GC_05_04_2022;2;215576473; * GRAN CASA DIRECTORIO 2021 en adelante;1;SONAE-DIRECTORIO GRAN CASA;9;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:218331037;218331037;2022-10-10T10:11:38;6;2022-10-10T09:10:11;68;0; SONAE-5; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 74.09 GB free out of 110.65 GB (67.0% full);88.14.168.9;192.168.1.41;2022-10-10T08:11:38;True;ESP-D1-SONAE-5-CLIENTE-MAX CENTER;1;90:1b:0e:a9:f4:f1;; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:218335685;218335685;2022-05-18T21:54:09;208104;2022-05-18T21:16:52;208141;1; SONAE-6; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 72.89 GB free out of 110.61 GB (65.9% full);88.14.24.247;192.168.1.33;2022-05-18T19:54:11;True;ESP-D2-SONAE-6-CLIENTE-MAX CENTER;1;90:1b:0e:ef:84:46;; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:392270854;392270854;2022-08-30T22:09:39;58328;2022-08-30T09:01:52;59116;0; DESKTOP-D6G8726; 13.2.10-3; Windows 10; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 66.98 GB free out of 111.23 GB (39.8% full);79.155.96.115;192.168.1.42;2022-08-30T20:09:38;True;ILLA-CLEANAIR-1-fnac;0;70:85:c2:7d:4c:56;; * CAM Gráfica A * CAM Gráfica B * CAM Gráfica C * CAM_Corp12seg * ALURA THAI SPA ILLA 4ABRIL * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * COCACOLA ZERO OCT CAT * PAYFIT_OCT22;10;382665176; * COCACOLA ZERO ZERO OCT CAT $PIW2022205$ * PAYFIT ILLA OCT 22 * Filler 2022 3D * TRACE TEST NACIONAL * ALURA THAI ILLA DIAGONAL ANUAL 2022 $PIW202228$ * CAM AIRE SIN VIRUS CORP INDEF $;6;ILLA-CLEANAIR-5;1;True;(2.134147,41.3894);2.134147;41.3894;08029;Avinguda Diagonal, 557;ILLA DIAGONAL- CAM;404417692;True;SPAIN-ILLA DIAGONAL- CAM-0 screens
